id,name,date,tagline,description,minute,rating;;;
"1000542,Spotlight,2015,Break the story. Break the silence.,""The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."",129,4.08";;;
"1000543,Kick-Ass,2010,Shut up. Kick ass.,""Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so."",117,3.5";;;
"1000544,Edge of Tomorrow,2014,""Live, Die, Repeat"",""Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."",114,3.75";;;
"1000545,The Flash,2023,Worlds collide.,""When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?"",144,2.63";;;
"1000546,Paddington,2014,Please look after this bear. Thank you,""A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family."",96,3.8";;;
"1000547,Monty Python and the Holy Grail,1975,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,""King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as """"it is a silly place""""."",91,4.13";;;
"1000548,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,""Come to Kazakhstan, it's nice!"",""Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture."",84,3.73";;;
"1000549,Do the Right Thing,1989,""It's the hottest day of the summer. You can do nothing, you can do something, or you can �?�"",""Salvatore """"Sal"""" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise."",120,4.4";;;
"1000550,The Babadook,2014,""If it's in a word, or it's in a look, you can't get rid of the Babadook."",""A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her."",94,3.4";;;
"1000551,Ice Age,2002,They came. They thawed. They conquered.,""With the impending ice age almost upon them, a mismatched trio of prehistoric critters �?? Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth �?? find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims."",81,3.49";;;
"1000552,Lilo & Stitch,2002,There's one in every family.,""As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien """"puppy"""" of an independent little girl named Lilo and learns about loyalty, friendship, and 'ohana, the Hawaiian tradition of family."",85,3.97";;;
"1000553,The Lego Batman Movie,2017,Always be yourself. Unless you can be Batman.,""In the irreverent spirit of fun that made """"The Lego Movie"""" a worldwide phenomenon, the self-described leading man of that ensemble�??Lego Batman�??stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker�??s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up."",104,3.79";;;
"1000554,Decision to Leave,2022,""The Closer You Look, The Harder You Fall."",""Hae-Joon, a seasoned detective, investigates the suspicious death of a man on a mountaintop. Soon, he begins to suspect Seo-rae, the deceased's wife, while being unsettled by his attraction to her."",138,3.97";;;
"1000555,In Bruges,2008,Shoot first. Sightsee later.,""Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected."",108,4.1";;;
"1000556,Okja,2017,,""A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja."",122,3.71";;;
1000557,Before Midnight,2013,Everything's better with maturity.,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,109,4.08;;;
"1000558,10 Cloverfield Lane,2016,Monsters come in many forms.,""After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack."",104,3.57";;;
"1000559,Mr. & Mrs. Smith,2005,Smart and sexy.,""After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry."",119,3.15";;;
1000560,Climax,2018,Birth and death are extraordinary experiences. Life is a fleeting pleasure.,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,97,3.78;;;
"1000561,West Side Story,2021,,""Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."",156,3.62";;;
"1000562,Moneyball,2011,What are you really worth?,""The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players."",134,3.88";;;
"1000563,Emma.,2020,""Handsome, clever, and rich."",""In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends."",125,3.68";;;
"1000564,Malignant,2021,A new vision of terror.,""Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities."",111,3.06";;;
"1000565,The Maze Runner,2014,Remember. Survive. Run.,""Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow �??runners�?� for a shot at escape."",113,3.26";;;
"1000566,Zack Snyder's Justice League,2021,Us united.,""Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."",242,3.41";;;
"1000567,Jackie Brown,1997,Six players on the trail of a half million in cash. There's only one question... Who's playing who?,""Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan �?? with help from a bail bondsman �?? to keep the money for herself."",154,3.87";;;
"1000568,Into the Wild,2007,Into the heart. Into the soul.,""After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness."",148,3.79";;;
"1000569,Stalker,1979,,""Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted."",162,4.43";;;
"1000570,The Master,2012,Every man needs a guide.,""Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new """"religion"""" he forms after World War II."",137,4.02";;;
"1000571,Madagascar,2005,Someone's got a zoo loose.,""Alex the lion is the king of the urban jungle, the main attraction at New York�??s Central Park Zoo. He and his best friends�??Marty the zebra, Melman the giraffe and Gloria the hippo�??have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape�??with the help of some prodigious penguins�??to explore the world."",86,3.45";;;
"1000572,Scream 2,1997,Someone has taken their love of sequels one step too far.,""Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself."",120,3.26";;;
"1000573,Prey,2022,They hunt to live. It lives to hunt.,""On the Great Plains in 1719, Naru, a fierce and highly skilled Comanche warrior, sets out to protect her people when an unknown danger threatens them. But the prey she�??s stalking turns out to be a highly evolved alien predator with a technically advanced arsenal."",100,3.56";;;
"1000574,The Hunt,2012,The lie is spreading.,""A teacher lives a lonely life, all the while struggling over his son�??s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."",116,4.29";;;
"1000575,Beauty and the Beast,1991,The most beautiful love story ever told.,""Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."",84,3.88";;;
"1000576,Zoolander,2001,3% Body Fat. 1% Brain Activity.,""Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic """"he's so hot right now"""" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe."",90,3.32";;;
"1000577,The Life Aquatic with Steve Zissou,2004,""The deeper you go, the weirder life gets."",""Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor."",119,3.8";;;
1000578,Nightmare Alley,2021,Man or beast.,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,150,3.44;;;
"1000579,The Unbearable Weight of Massive Talent,2022,The most Nicolas Cage movie ever.,""Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones."",107,3.43";;;
"1000580,Frozen II,2019,The past is not what it seems.,""Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom."",103,3.11";;;
"1000581,The Parent Trap,1998,""Twice the Fun, Double the Trouble."",""Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places."",128,3.65";;;
"1000582,The Iron Giant,1999,It came from outer space!,""In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices."",86,4.24";;;
"1000583,Dallas Buyers Club,2013,Sometimes it takes a hustler to change the world,""Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live."",117,3.95";;;
"1000584,The Secret Life of Walter Mitty,2013,""Stop Dreaming, Start Living"",A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,114,3.72";;;
"1000585,CODA,2021,Every family has its own language.,""As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family�??s fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents."",112,3.86";;;
"1000586,The Theory of Everything,2014,His Mind Changed Our World. Her Love Changed His.,""The Theory of Everything is the extraordinary story of one of the world�??s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde."",123,3.6";;;
"1000587,Snatch,2000,Stealin' stones and breakin' bones,""The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film �??Lock, Stock and Two Smoking Barrels.�?� There are two overlapping stories here �?? one is the search for a stolen diamond, and the other about a boxing promoter who�??s having trouble with a psychotic gangster."",103,4.01";;;
"1000588,The Graduate,1967,This is Benjamin. He's a little worried about his future.,""Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter."",106,4.12";;;
"1000589,Infinity Pool,2023,Find out what kind of a creature you really are.,""While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror."",118,3.16";;;
"1000590,The Platform,2019,,""A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity�?�"",95,3.26";;;
"1000591,The Father,2020,,""A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."",96,4.29";;;
"1000592,Night at the Museum,2006,Where History Comes To Life,""Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits."",108,3.23";;;
1000593,Matilda,1996,A little magic goes a long way.,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,98,3.69;;;
"1000594,Marcel the Shell with Shoes On,2021,Everybody loves Marcel.,""Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family."",90,4.23";;;
"1000595,Rushmore,1998,Love. Expulsion. Revolution.,""When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention."",93,3.9";;;
"1000596,Mission: Impossible,1996,Expect the Impossible.,""When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."",110,3.59";;;
"1000597,World War Z,2013,Remember Philly!,""Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls."",116,3.09";;;
"1000598,Chinatown,1974,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,""Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together."",130,4.29";;;
"1000599,28 Days Later,2002,His fear began when he woke up alone. His terror began when he realised he wasn't.,""Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain."",113,3.75";;;
"1000600,A Ghost Story,2017,It's all about time,""Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away."",93,3.78";;;
1000601,Do Revenge,2022,I'll do yours if you do mine.,A dethroned queen bee at a posh private high school strikes a secret deal with an unassuming new student to enact revenge on one another�??s enemies.,118,3.1;;;
"1000602,Paddington 2,2017,It takes a bear to catch a thief,""Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen."",104,4.18";;;
"1000603,Slumdog Millionaire,2008,""What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny"",""Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of �??Who Wants to Be a Millionaire?�?? but, after he wins, he is suspected of cheating."",120,3.88";;;
"1000604,Hercules,1997,Zero to Hero!,""Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!"",93,3.77";;;
"1000605,Loki,2021,Loki's time has come.,""After stealing the Tesseract during the events of �??Avengers: Endgame,�?� an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a �??time variant�?�or help fix the timeline and stop a greater threat."",312,3.76";;;
"1000606,X-Men: First Class,2011,Witness the moment that will change our world.,""Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known."",132,3.56";;;
"1000607,Ted,2012,Ted is coming.,""John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori."",107,2.94";;;
"1000608,""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"",2005,Evil Has Reigned For 100 Years...,""Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever."",143,3.47";;;
1000609,The Pursuit of Happyness,2006,,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,117,3.87;;;
1000610,The Farewell,2019,Based on an actual lie.,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,100,4.06;;;
"1000611,The Hobbit: The Desolation of Smaug,2013,Beyond darkness... beyond desolation... lies the greatest danger of all.,""The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug."",161,3.35";;;
"1000612,Cast Away,2000,""At the edge of the world, his journey begins."",""Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo."",143,3.86";;;
"1000613,Creed,2015,Your legacy is more than a name,""The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."",133,3.81";;;
"1000614,Life Is Beautiful,1997,""An unforgettable fable that proves love, family and imagination conquer all."",A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,116,4.33";;;
1000615,Wonder Woman 1984,2020,A new era of wonder begins.,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,151,2.1;;;
"1000616,Pirates of the Caribbean: At World's End,2007,""At the end of the world, the adventure begins."",""Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems."",169,3.38";;;
"1000617,Rango,2011,Heroes come in all different colors.,""When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt."",107,3.65";;;
"1000618,Onward,2020,Their quest begineth.,""In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there."",103,3.41";;;
"1000619,Swiss Army Man,2016,We all need somebody to lean on.,""Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new �??friend�?� and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams."",97,3.66";;;
"1000620,Inside Llewyn Davis,2013,,""In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future."",104,4.04";;;
"1000621,El Camino: A Breaking Bad Movie,2019,,""In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future."",123,3.55";;;
"1000622,Knock at the Cabin,2023,Save your family or save humanity. Make the choice.,""While vacationing at a remote cabin, a young girl and her parents are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost."",100,2.9";;;
"1000623,The Holiday,2006,It's Christmas Eve and we are going to go celebrate being young and being alive,""Two women, one from the United States and one from the United Kingdom, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship."",136,3.45";;;
"1000624,The Incredible Hulk,2008,You'll like him when he's angry.,""Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe."",114,2.44";;;
"1000625,Cinema Paradiso,1988,""A celebration of youth, friendship, and the everlasting magic of the movies."",""A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."",124,4.44";;;
"1000626,The Matrix Resurrections,2021,Return to the source.,""Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix."",147,2.74";;;
"1000627,The Polar Express,2004,This holiday season... believe.,""When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe."",100,3.22";;;
"1000628,Romeo + Juliet,1996,My only love sprung from my only hate.,""In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains."",120,3.38";;;
"1000629,The Wizard of Oz,1939,""We're off to see the Wizard, the wonderful Wizard of Oz!"",""Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them."",102,3.97";;;
"1000630,The Twilight Saga: New Moon,2009,The Next Chapter Begins.,""Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks."",131,2.54";;;
"1000631,Uncharted,2022,Fortune favors the bold.,""A young street-smart, Nathan Drake and his wisecracking partner Victor �??Sully�?� Sullivan embark on a dangerous pursuit of �??the greatest treasure never found�?� while also tracking clues that may lead to Nathan�??s long-lost brother."",116,2.62";;;
"1000632,House,1977,,""Hoping to find a sense of connection to her late mother, Gorgeous takes a trip to the country to visit her aunt at their ancestral house. She invites her six friends, Prof, Melody, Mac, Fantasy, Kung Fu, and Sweet, to join her. The girls soon discover that there is more to the old house than meets the eye."",88,4.01";;;
"1000633,We Need to Talk About Kevin,2011,Mummy's little monster�?�,""After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager."",113,3.82";;;
"1000634,Ad Astra,2019,The answers we seek are just outside our reach,""The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown."",123,3.36";;;
"1000635,Big Fish,2003,An adventure as big as life itself.,""Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures."",125,3.88";;;
1000636,Under the Skin,2013,,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,108,3.64;;;
"1000637,Blue Valentine,2010,Nobody Baby But You And Me,""Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage."",112,3.81";;;
"1000638,Minions: The Rise of Gru,2022,Brace yourself.,""A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions."",87,3.16";;;
"1000639,Watchmen,2009,Justice is coming to all of us.  No matter what we do.,""In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger."",163,3.63";;;
"1000640,Dirty Dancing,1987,Have the time of your life.,""Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer�??and unexpectedly falling in love."",100,3.63";;;
"1000641,Godzilla vs. Kong,2021,One Will Fall,""In a time when monsters walk the Earth, humanity�??s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."",114,2.79";;;
"1000642,""Red, White & Royal Blue"",2023,Love who you want. It's good foreign policy.,""After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected."",121,3.14";;;
"1000643,The Matrix Reloaded,2003,Free your mind.,""Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target."",138,3.33";;;
"1000644,The Princess and the Frog,2009,Every Love Story Begins With a Kiss...,""A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."",98,3.8";;;
"1000645,Enola Holmes,2020,Mystery runs in the family.,""While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord."",123,3.05";;;
"1000646,Dog Day Afternoon,1975,The most bizarre bank siege ever,""Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus."",125,4.31";;;
"1000647,Amadeus,1984,...Everything you've heard is true,""The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival, Antonio Salieri�??now confined to an insane asylum."",161,4.32";;;
"1000648,The Game,1997,What do you get for the man who has everything?,""In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins."",129,3.75";;;
